Title,Company,City,Salary
Software Engineer Level II,Softpers Interactive,Lahore,
Associate Software Engineer,Dubizzle Labs,Lahore,
Software Engineer (Entry-level),Educative,Lahore,
Associate Software Engineer,Softpers Interactive,Lahore,
Software Engineer,The Tech Inc.,Lahore,
Associate Software Engineer,CureMD Healthcare,Lahore,
Junior Software Engineer,QBXNet,Lahore,
Software Engineer,QBXNet,Lahore,
Software Engineer,Caramel Tech Studios,Lahore,
Associate Software Engineer,Careaxiom,Lahore,
Internship - Software Engineering,"Howmuch, Foodnerd",Lahore,
Internship - Software Engineering,"Howmuch, Foodnerd",Lahore,
Backend Developer,HRHive,Lahore,
Senior Software Engineer,Secure Tech Consultancy Pvt. Ltd,Lahore,
Software Engineer,CureMD Healthcare,Lahore,
Back End Software Engineer,Paismo,Lahore,
Back End Software Engineer,Paismo,Lahore,
Software Engineer,CureMD Healthcare,Lahore,
Software Developer,AutoScale Ventures,Lahore,
Internship - Software Test Engineer,"Howmuch, Foodnerd",Lahore,
Software Developer,Interwood Mobel,Lahore,
Associate Software Developer (Full Stack),Biafo Tech,Lahore,
Associate Software Developer (Full Stack),Biafo Tech,Lahore,
Frontend Developer,Hrhive,Lahore,
Software Engineer - PHP Laravel,Sukuk Capital,Lahore,
MERN Stack Developer,BearPlex,Lahore,
Software Engineer,Secure Tech Consultancy Pvt. Ltd,Lahore,
Software Engineer (Experienced),Educative,Lahore,
Software Engineer – Node.js,Web Sketchers,Lahore,
Software Quality Assurance Engineer,Arrivy Inc.,Lahore,
Software Developer (.NET / ASP.NET MVC),Tech Bridge Consultancy,Lahore,
Software Quality Assurance - Engineer,Interwood Mobel,Lahore,
Senior Software Engineer,Caramel Tech Studios,Lahore,
Software Support Engineer (Contract-Based),ORBIN,Lahore,
Software Quality Assurance Engineer,Careaxiom,Lahore,
Software Engineers,eWorx International,Lahore,
Python AI Engineer (Backend & Agentic AI),Devfum,Lahore,
Trainee Software Developer,Contour Software,Lahore,
Full Stack Developer with AI Integration,HRHive,Lahore,
Junior Software Developer (VB6 / .NET & SQL Server),Star Laboratories (Pvt.) Ltd.,Lahore,
Front End Developer,IRG Global,Lahore,
Senior Software Engineer - Full Stack (Backend focused),AmentoTech Pvt Ltd,Lahore,
Senior Software Engineer / AI Developer,PakWheels,Lahore,
"Full Stack AI Engineer (LLMs, RAG & AI Automation)",Bluesheep Technologies (Pvt) Ltd,Lahore,
Senior Software Engineer - Angular,Creative Chaos,Lahore,
Senior Software Engineer - Angular,Creative Chaos,Lahore,
Flutter Developer,HRHive,Lahore,
Junior Automation Engineer (PLC Programmer),Prepac Engineering Industries Pvt Ltd,Lahore Ferozepur Road,
"Software Engineer, iOS Core Product - Lahore, Pakistan",Speechify,Lahore,
SQA Engineer,Teraception,Lahore,
QA Engineer - Manual,Creative Chaos,Lahore,
Jr. QA Engineer,Devsorb,Lahore,
Jr. iOS Software Engineer,Careaxiom,Lahore,
Java Engineer,AlphaGen Systems Inc,Lahore,
Senior Full Stack Software Engineer,Aqovia,Lahore,
Quality Assurance Engineer,Eazisols,Lahore,
Fresh Graduates ( Python Django),Big Byte Insights,Lahore,
Dev Ops Engineer,7 Kings Code LLC,Lahore,
Dev Ops Engineer,7 Kings Code LLC,Lahore,
"Software Engineer, Data Infrastructure & Acquisition - Lahore, Pakistan",Speechify,Lahore,
Software Engineer - iOS,Dubizzle Labs,Lahore,
Software Development Engineer in Test,CodeNinja,Lahore,
Senior Software Engineer,Adal Fintech (Pvt) Ltd.,Lahore,
Full Stack Engineer / Web Developer - AU Software,Qureos Inc,Lahore,
Full Stack Developer,Paypeople,Lahore,
Mobile Application Developer (Fresh),Dubizzle Labs,Lahore,
AWS DevOps Engineer,NorthBay Solutions,Lahore,
React/Next.JS Front-End Developer,Frontline Data Solutions,Lahore,
SQA Engineer,Innovation Insight,Lahore,
Dot Net Developer,Alvayria Consulting,Lahore,
Backend Developer,Contour Software,Lahore,
Associate SQA Engineer,I&K ENTERPRISES,Lahore,
Associate SQA Engineer,I&K ENTERPRISES,Lahore,
Principal Software Engineer,Adal Fintech (Pvt) Ltd.,Lahore,
Senior Software Test Engineer,Clustox,Lahore,
Senior QA Engineer (100% Remote),Tether Operations Limited,Lahore,
Senior AI Backend Engineer (LLM / RAG / Voice AI),QuadRoots Technology,Lahore,
Associate QA Engineer,Digixvalley,Lahore,
Associate AI Engineer ( Claude Certified Architect ),Digixvalley Pvt Ltd,Lahore,
Senior Software Engineer (C# .NET),Aqovia,Lahore,
Glowingsoft Hiring - QA Engineer (Manual & Automation),Glowingsoft Technologies,Lahore,
Fullstack Engineer (React & NestJS) - Q-Solutions Technology Services,Qureos Inc,Lahore,
Game Developer,Tribech Solutions,Lahore,
Game Developer,Tribech Solutions,Lahore,
Lead Flutter Engineer,Aqovia,Lahore,
Principal Software Test Engineer - Manual + Automation,Clustox,Lahore,
Associate Quality Assurance Engineer (C1-425107),Cloudelligent,Lahore,
Full Stack Developer,Contour Software,Lahore,
Senior Software Engineer - iOS,Dubizzle Labs,Lahore,
Senior Software Engineer - Java,Creative Chaos,Lahore,
"Senior Full Stack Engineer (.NET & Vue/React) - Fully Remote, CET",CoverGo,Lahore,
Senior Software Engineer/ Software Development Lead,VOLTRO By Falkenherz,Lahore,
Associate SQA Engineer,CureMD Healthcare,Lahore,
Sr. Full Stack Developer (.NET+Angular),NKU Technologies Pvt.Ltd.,Lahore,
Principal Software Engineer,Eon Health,Lahore,
Mechatronics Engineer – Firmware & R&D (Tracker / MDVR),Tracking World (PVT) Ltd,Lahore,
.Net Developer (C#),Zilon International,Lahore,
Java Full Stack Developer,AlphaGen Systems Inc,Lahore,
Senior Full Stack Developer (MERN),Innovation Insight,Lahore,
Game Engineer,InvoZone,Lahore,
Junior SQA Analyst,Contour Software,Lahore,
Laravel + Vue.Js Developer (1.5 to 3 years of experience),Appsians.,Lahore,
PLC Programmer (Allen-Bradley / Rockwell),Yummy Milk Products (Pvt) Ltd,Lahore,
SQA Trainee,Contour Software,Lahore,
Junior Odoo Developer,Cyngro,Lahore,
"Senior Software Quality Engineer (SQE) - LMS, EdTech",Aqovia,Lahore,
Flutter Developer,IRG Global,Lahore,
Android Developer,HRive,Lahore,
Android Developer,HRive,Lahore,
Female SQa Engineer,Upgenics International,Lahore,
QA Automation and Performance Engineer,Nevka software solutions,Lahore,
"Software Engineer in Test - Lead Lahore, Punjab, Pakistan",TCP Software,Lahore,
Dot net developer,SEER SOLUTIONS DMCC,Lahore,
"Software Engineer in Test - Lead Lahore, Punjab, Pakistan",TCP Software,Lahore,
Senior QA Engineer,Adal Fintech (Pvt) Ltd.,Lahore,
Software Architect(Java),Contour Software,Lahore,
Software Architect(Java),Contour Software,Lahore,
Solutions Architect,Dvxel Inc.,Lahore,
Senior SQA Engineer,Aqovia,Lahore,
iOS Developer,HRHive,Lahore,
Female SQa Engineer,Upgenics International,Lahore,
Senior DevOps / Infrastructure Engineer (AI & EdTech),Aqovia,Lahore,
Senior Full Stack Developer,Contour Software,Lahore,
"SQA Engineers (Auto & Manual, 2-3 years Exp with E-Commerce)",Xcentric Services,Lahore,
Principal DevOps Engineer,CureMD Healthcare,Lahore,
"Software Engineer in Test II (Performance Testing Specialist) Lahore, Punjab, Pakistan",TCP Software,Lahore,
WordPress Intern,Byteio Digital Solutions,Lahore,
"Solutions Architect (LMS, EdTech)",Aqovia,Lahore,
Senior Flutter Developer,Digixvalley,Lahore,
Android Developer – Native Banking Application,Nevka software solutions,Lahore,
Android Developer – Native Banking Application,Nevka software solutions,Lahore,
Full Stack Developer(WordPress Plugin & React),Zilon International,Lahore,
Senior Software Developer(Java),Contour Software,Lahore,
Solution Architect(Java),Contour Software,Lahore,
Mid/Senior Java Developer,Contour Software,Lahore,
Software Developer,"EXA Capital, Inc",Karachi,
Software Engineer,Masterkey,Karachi,
Software Engineer-I,RIKSOF (Private) Limited,Karachi,
Software Engineer,Innovative Pvt Ltd,Karachi,
Software Developer/Engineer,Qureos Inc,Karachi,
Software Engineer II,NCR Atleos,Karachi,
Software Engineer - Core Back-end MVC/.NET,Vertika,Karachi,
Software Engineer,Imperium Dynamics,Karachi,
Software Engineer / Full-Stack Developer,Qureos Inc,Karachi,
Software Engineer (FinTech – Remote),Qureos Inc,Karachi,
Software Engineer (FinTech – Remote),Qureos Inc,Karachi,
Software Engineer - Node.js,Eocean(PVT),Karachi,
Software Support Engineer,Limton Innovative Systems,Karachi,
Sr Software Engineer,Code Avenue,Karachi,
Software Engineer (.Net),Techsurge Pvt. Ltd.,Karachi,
Junior Software Developer (.NET),Sofcom Private Limited,Karachi,
Software Engineer (.Net),Techsurge Pvt. Ltd.,Karachi,
Principal Engineer (Backend / System Architecture),Symits HR,Karachi,
Junior Software Developer (.NET),Sofcom Private Limited,Karachi,
Software & Applications Developer,Atlas Controls (Pvt) Ltd,Karachi,
Software QA Engineer,Livetecs,Karachi,
AI QA Engineer (0-1 year),Agilosoft,Karachi,
Software Engineer,Dyconsol,Karachi,
Software Engineer,Dyconsol,Karachi,
Intermediate Software Developer,Contour Software,Karachi,
Software Engineer - I (Integrations),Pakistan Single Window,Karachi,
Software Engineer (Java),TERESOL PVT. LTD,Karachi Gpo,
Software Quality Engineer (SQE),Forsee Logistics,Karachi Gulistan-E-Jouhar (Kp-2023),
Software Engineer - Backend .Net,VIDIZMO LLC,Karachi,
CNC Machining Programmer,Aice,Karachi,
Senior Software Engineer,Adal Fintech (Pvt) Ltd.,Karachi,
Software Engineer (.Net) - FEMALE,Techsurge Pvt. Ltd.,Karachi,
"Software Engineer, Data Infrastructure & Acquisition - Karachi, Pakistan",Speechify,Karachi,
Senior Backend Platform Engineer,Arthur Lawrence,Karachi,
Senior Backend Platform Engineer,Arthur Lawrence,Karachi,
Junior DevOps Engineer,Digital Graphiks,Karachi,
Software Developer.,Asianet Pakistan,Karachi Saddar Gpo,
Firmware Engineer,TechBiz Global GmbH,Karachi,
Software Quality Assurance Engineer,StormFiber,Karachi,
Software Quality Assurance Engineer,KMNR Engineering (Pvt.) Ltd,Karachi,
Junior Full Stack MERN Developer,Design Henge,Karachi Gulistan-E-Jouhar (Kp-2023),
Principal Software Engineer - I (Mobile),Pakistan Single Window,Karachi,
Principal Software Engineer,Adal Fintech (Pvt) Ltd.,Karachi,
Junior .NET Developer,Contour Software,Karachi,
Senior Frontend Engineer,Moniepoint,Karachi,
Senior Software Quality Assurance Engineer (Manual + Automation),Fossphorus Software House,Karachi,
Senior Software Engineer (PHP / AWS),TeeSquare,Karachi,
Senior Software Developer,Contour Software,Karachi,
Devops Engineer,Datamatics Technologies,Karachi,
Software Architect - ML/AI/Gen AI,10Pearls,Karachi,
Sr. Software Engineer - I (Integrations),Pakistan Single Window,Karachi,
Web Developer,Tech Vays,Karachi,
Senior Software Engineer - II (Backend) | Contractual,Pakistan Single Window,Karachi,
Frontend Developer,TERESOL PVT. LTD,Karachi Gpo,
Management Trainee Officer (MTO) – Frontend Engineering (Night Shift),Active8 Wireless,Karachi,
Management Trainee Officer (MTO) – Backend Engineering (Night Shift),Active8 Wireless,Karachi,
Trainee DevOps Engineer,RIKSOF (Private) Limited,Karachi,
Trainee DevOps Engineer,RIKSOF (Private) Limited,Karachi,
SQA Engineer,Impetus Systems,Karachi Shahra-E-Faisal,
Angular Developer - Frontend,Pivotize Consulting,Karachi,
Java Engineers,Confiz,Karachi,
Senior Full-Stack Engineer,NextgenI,Karachi,
"Senior Full Stack Engineer (.NET & Vue/React) - Fully Remote, CET",CoverGo,Karachi,
Java Developer,Qureos Inc,Karachi,
Senior Software Engineer - Java,Creative Chaos,Karachi,
Software Intern ASP.Net MVC Dote Net Core Developer,ICT Systems (Private) Limited,Karachi Shahra-E-Faisal,
Java Engineers,Confiz,Karachi,
SQA Engineer,Qureos Inc,Karachi,
QA Engineer - Automation,Creative Chaos,Karachi,
SQA Engineer (Mid Level),LN Technologies,Karachi Gulshan-E-Iqbal,
"Senior Full Stack Engineer (.NET & Vue/React) - Fully Remote, CET",CoverGo,Karachi,
Automation Engineer,Contour Software,Karachi,
Full Stack Developer (3–11 Years Experience),Datamatics Technologies,Karachi,
C++ Engineer,Avanza Solutions,Karachi,
Platform Engineer,Datamatics Technologies,Karachi,
Platform Engineer,Datamatics Technologies,Karachi,
Devops Engineer,NorthBay Solutions,Karachi,
SQA Engineer,Strugbits (PVT.) LTD,Karachi,
Quality Assurance (QA) Engineer,AHF Technologies,Karachi,
Python Internship,InApp Solutions,Karachi,
Dot Net Developer (Mid Level),LN Technologies,Karachi Gulshan-E-Iqbal,
Dot NET Core Developer (ERP Module),Ambsan Technologies,Karachi,
SQA Engineer,Strugbits (PVT.) LTD,Karachi,
"Senior Software Engineer, Windows/Desktop Applications - Karachi, Pakistan",Speechify,Karachi,
Full Stack Developer,Conure Information Technology Services,Karachi,
Full Stack Developer,Conure Information Technology Services,Karachi,
Quality Assurance (QA) Engineer,AHF Technologies,Karachi,
Principal Software Engineer - II (Contractual),Pakistan Single Window,Karachi,
Mid-Senior Software Developer,Idenfo,Karachi,
SQA Engineer,Wavetec,Karachi,
Java Engineer with Python Familiarity,Confiz,Karachi,
SQA Engineer (Mid level),WeUno Technologies,Karachi,
SQA Engineer,Quanrio LLP,Karachi,
Full stack Engineer (Angular & .Net),VIDIZMO LLC,Karachi,
Associate DevOps Support Engineer,Hul Hub,Karachi Shahra-E-Faisal,
Software Architect - Fullstack - Afternoon Shift,10Pearls,Karachi,
Java Engineer with Python Familiarity,Confiz,Karachi,
Software Architect - Fullstack - Afternoon Shift,10Pearls,Karachi,
DevOps Engineer,Contour Software,Karachi,
SQA Engineer,XAutonomous L.L.C,Karachi,
Backend Architect - Ontology + Python + AI/ML - Afternoon,10Pearls,Karachi,
QA Automation Engineer,Enterprise64,Karachi,
Full-Stack Engineer Java/Spring Boot + React JS,Confiz,Karachi,
Staff/Senior Software Consultant - Observability Engineer,10Pearls,Karachi,
Senior Software Developer (PHP / Laravel),A Security Service provider,Karachi,
Stream Engineer,Pi Pakistan Pvt. Limited,Karachi,
Site Reliability Engineer (Remote),Qureos Inc,Karachi,
Site Reliability Engineer (Remote),Qureos Inc,Karachi,
Senior Full Stack Developer,Q-Solutions,Karachi,
Implementation Engineer,Adal Fintech (Pvt) Ltd.,Karachi,
Software Quality Assurance Engineer (SQA) - Intern - Female,ICT Systems (Private) Limited,Karachi,
Senior Full Stack Developer,Contour Software,Karachi,
SQA Intern (Morning Shift),DotClick,Karachi,
Mobile & Web Application Developer,IOT Systems PVT. LTD.,Karachi,
Principal Software Consultant - AI/ML Engineer,10Pearls,Karachi,
Principal Software Consultant - AI/ML Engineer,10Pearls,Karachi,
Java Full Stack Developer,Contour Software,Karachi,
MLOps & AI Platform Engineer,Datamatics Technologies,Karachi,
Integration Developer,Datamatics Technologies,Karachi,
Senior QA Engineer,Adal Fintech (Pvt) Ltd.,Karachi,
Java Support Engineer - Pakistan - Karachi,DotCMS,Karachi,
Principal QA Engineer,NorthBay Solutions,Karachi,
Technical Lead Java Engineer with Python Familiarity,Confiz,Karachi,
Enterprise Application Developer,Datamatics Technologies,Karachi,
Senior Front End Developer (React),Contour Software,Karachi,
CAM ENGINEER / PROGRAMMER,R&D Engineering,Korangi,
Laravel / PhP Developer - Full time ( KHI OFFICE ),Cloud Lab,Karachi,
Mobile Application Developer,Dolphin Advanced Technology Services,Karachi,
0204 QA Test,Qureos Inc,Karachi,
Software Architect - Salesforce - Afternoon,10Pearls,Karachi,
Software Architect - Salesforce - Afternoon,10Pearls,Karachi,
DotnetCore Developer (Senior to Lead Level),LN Technologies,Karachi Gulshan-E-Iqbal,
Senior QA Engineer,Adal Fintech (Pvt) Ltd.,Karachi,
Mobile Application Developer - Android,Leopards Courier Services,Karachi Shahra-E-Faisal,
Principal SQA Engineer II,Pakistan Single Window,Karachi,
Senior SQA Engineer - I (Contractual),Pakistan Single Window,Karachi,
Mobile Application Developer- React Native,Symits HR,Karachi,
Staff/Senior Software Consultant - Elixir,10Pearls,Karachi,
"Principal Java Engineer – Spring Boot, Kafka & Kubernetes",Confiz,Karachi,
Senior/Principal Java Developer,Confiz,Karachi,
"Staff/Senior Software Consultant - Azure, AKS, MLflow & Kubeflow",10Pearls,Karachi,
Senior DevOps Consultant - Afternoon - Fulltime,10Pearls,Karachi,
Software Engineer,Meer Technologies LLC,Islamabad,
"Software Engineer, Platform - Islamabad, Pakistan",Speechify,Islamabad,
Full Stack Software Engineer Mid Senior Level,WorkStaff360,Islamabad,
Software Engineer,MicroAgility Services,Islamabad,
Principal Software Engineer (.Net),Embrace Technologies Private Limited,Islamabad,
Software Developer Intern,Comtanix,Rawalpindi,
Software Developer Intern,Comtanix,Rawalpindi,
AI & Backend Engineer - Production AI & LLM Systems | Pakistan,Volga Partners,Islamabad,
Software Engineer/.Net Developers,Dera IT Solutions,Islamabad,
Associate Software Engineer – AI/LLM Applications,GRID Systems (PVT) Ltd.,Islamabad,
Assistant Engineer (Software & Data Systems),CDigital,Islamabad,
Senior Software Engineer | AI & Python,Texinity Technologies,Islamabad,
Principal Software & AI Engineer - Pakistan,Volga Partners,Islamabad,
Software Engineer,Bahria Town Career,Rawalpindi,
Software Engineer,MTBC,Rawalpindi,
Full-Stack Engineer,Darkroom,Islamabad,
Software Engineer – AI/LLM Applications,GRID Systems (PVT) Ltd.,Islamabad,
Firmware Engineer,TechBiz Global GmbH,Islamabad,
Firmware Engineer,TechBiz Global GmbH,Islamabad,
Junior SQA Engineer,iOPTIME Pvt. Limited,Islamabad G-8/Markaz,
Sr. Software Engineer,MicroAgility Services,Islamabad,
Principal Software Engineer I,Zones,Islamabad,
Software Engineer ( Flutter & .NET ),Metropolitan Warehouse & Delivery Corp,Rawalpindi Gpo,
Backend AI & Data Pipeline Engineer,Seeka Technology,Islamabad,
Software Engineer – iOS,GRID Systems (PVT) Ltd.,Islamabad,
Front End Engineer - Remote,EventMobi,Islamabad,
Junior QA Engineer,APPINSNAP,Islamabad,
Senior Software Engineer - Java + MongoDB,Convo,Islamabad,
"Software Engineer, iOS Core Product - Islamabad, Pakistan",Speechify,Islamabad,
SQA Engineer,iOPTIME Pvt. Limited,Islamabad G-8/Markaz,
Consultant Programmer (AI-Assisted CRM & Financial Module Customization),Immigration Experts,Islamabad G-8/Markaz,
Senior Backend Engineer,Skylabs AI,Islamabad,
MERN Stack Developer,Veevo Tech,Islamabad,
Junior Developer,ContentStudio,Islamabad,
Lead Fullstack Engineer,Skylabs AI,Islamabad,
"Senior Software Engineer, Core Experiences - Islamabad, Pakistan",Speechify,Islamabad,
"Senior Software Engineer, Windows/Desktop Applications - Islamabad, Pakistan",Speechify,Islamabad,
Web Applications Developer,Arete,Islamabad,
Aveva PI Software Engineer,Müller`s Solutions,Islamabad,
QA Engineer,ZENCLOUD TECHNOLOGIES (PRIVATE) LIMITED,Islamabad,
QA Engineer,ZENCLOUD TECHNOLOGIES (PRIVATE) LIMITED,Islamabad,
Senior .NET Engineer,Ciklum,Islamabad,
Principal Software Engineer,Adal Fintech (Pvt) Ltd.,Islamabad,
Backend System Engineer - GO/C & C++,SafariFone,Islamabad,
Software Architect,AutoScale Ventures,Islamabad,
Senior Backend Engineer (Laravel),Rightangled,Islamabad,
Associate Quality Assurance Engineer,GRID Systems (PVT) Ltd.,Islamabad,
Software Quality Assurance (SQA),Funsol Technologies,Islamabad,
Senior Software Engineer - Java,Creative Chaos,Islamabad,
Principal Software Engineer- React Native,Creative Chaos,Islamabad,
Senior Software Developer – Agentic AI,Grid Hosting,Islamabad,
AWS DevOps Engineer,NorthBay Solutions,Islamabad,
Laravel Developer,SOURCE CODE ACADEMIA,Rawalpindi,
Senior Python Engineer,Skylabs AI,Islamabad,
"Senior Full Stack Engineer (.NET & Vue/React) - Fully Remote, CET",CoverGo,Islamabad,
Associate Quality Assurance Engineer (C1-425107),Cloudelligent,Islamabad,
Senior/Staff/Principal Software Consultant - FullStack - Morning Shift -,10Pearls,Islamabad,
SQA Engineer (Mid level),Mob Inspire (Pvt) Ltd,Rawalpindi,
Senior Software Engineer – iOS,GRID Systems (PVT) Ltd.,Islamabad,
Senior Software Engineer - Java Full Stack Developer,GRID Systems (PVT) Ltd.,Islamabad,
DevOps Engineer,MTBC,Rawalpindi,
Jr. SQA Automation Engineer,Zoneomics,Rawalpindi,
Jr. SQA Automation Engineer,Zoneomics,Rawalpindi,
Technical Lead - Embedded Systems,Better Devices GmbH,Islamabad,
Sr. SQA Engineer,En Route Technologies Pakistan,Islamabad,
Software Quality Assurance (Intern) - iOS,Funsol Technologies,Islamabad,
Flutter Developer,Centrox AI,Islamabad,
Junior Accounting Software & CRM Developer Bahria Town Phase 7 Rwp,lemacon,Rawalpindi,
Internship for php laravel developer,Aricrypta,Islamabad,
Laravel and Vue.js developer with AI integration experience,Trees Technologies,Rawalpindi,
Java Developer,APPINSNAP,Islamabad,
Senior DevOps Engineer,Skylabs AI,Islamabad,
DevOps & Site Reliability Engineer (GCP),Qureos Inc,Islamabad,
Senior Backend-Focused Full-Stack Engineer (eCommerce & AI Systems),GrowthRatio Solutions,Rawalpindi,
Senior Front End Engineer - Remote,EventMobi,Islamabad,
Mobile Apps Developer,Arete,Islamabad,
Java Backend Developer - WFH/ Remote-Work (5 Years Exp Needed At least),Seeka Technology,Islamabad,
Senior C++ Systems Engineer,Skylabs AI,Islamabad,
Senior C++ Systems Engineer,Skylabs AI,Islamabad,
Technical Lead,31 Green Ltd,Islamabad,
SQA,New Economy Technology Solutions,Islamabad,
SQA Intern,Metavystic,Rawalpindi,
Senior QA Automation Engineer - AI Driven,9D Technologies & Imagination AI,Rawalpindi,
Android Developer,Dera IT Solutions,Islamabad,
iOS Developer,iOPTIME Pvt. Limited,Islamabad G-8/Markaz,
"Mid to Senior QA Engineer (Manual, Automation & Mobile Testing)",Vorksol pvt.ltd,Rawalpindi,
Senior iOS Engineer,9D Technologies & Imagination AI,Rawalpindi,
Senior iOS Engineer,9D Technologies & Imagination AI,Rawalpindi,
Mobile Application Developer - React Native,Let's Outsource (SMC PVT LTD),Rawalpindi,
Solution Architect,10Pearls,Islamabad,
Lead Android Developer,APPINSNAP,Islamabad,
Mobile Application Developer (Android & iOS),FAJ IT Solutions,Islamabad,
Staff/Senior Test Consultant (SDET) - Morning Shift,10Pearls,Islamabad,
Staff/Senior DevOps Consultant - Observability,10Pearls,Islamabad,
Senior C++ Systems Engineer,Skylabs AI,Islamabad,
Technical Lead,31 Green Ltd,Islamabad,
SQA,New Economy Technology Solutions,Islamabad,
SQA Intern,Metavystic,Rawalpindi,
Senior QA Automation Engineer - AI Driven,9D Technologies & Imagination AI,Rawalpindi,
Android Developer,Dera IT Solutions,Islamabad,
iOS Developer,iOPTIME Pvt. Limited,Islamabad G-8/Markaz,
"Mid to Senior QA Engineer (Manual, Automation & Mobile Testing)",Vorksol pvt.ltd,Rawalpindi,
Senior iOS Engineer,9D Technologies & Imagination AI,Rawalpindi,
Mobile Application Developer - React Native,Let's Outsource (SMC PVT LTD),Rawalpindi,
Solution Architect,10Pearls,Islamabad,
Solution Architect,10Pearls,Islamabad,
Lead Android Developer,APPINSNAP,Islamabad,
Mobile Application Developer (Android & iOS),FAJ IT Solutions,Islamabad,
Staff/Senior Test Consultant (SDET) - Morning Shift,10Pearls,Islamabad,
Staff/Senior DevOps Consultant - Observability,10Pearls,Islamabad,
Mobile Apps Developer,Arete,Islamabad,
Technical Lead,31 Green Ltd,Islamabad,
SQA,New Economy Technology Solutions,Islamabad,
Senior QA Automation Engineer - AI Driven,9D Technologies & Imagination AI,Rawalpindi,
SQA Intern,Metavystic,Rawalpindi,
SQA Intern,Metavystic,Rawalpindi,
"Mid to Senior QA Engineer (Manual, Automation & Mobile Testing)",Vorksol pvt.ltd,Rawalpindi,
Senior iOS Engineer,9D Technologies & Imagination AI,Rawalpindi,
Android Developer,Dera IT Solutions,Islamabad,
iOS Developer,iOPTIME Pvt. Limited,Islamabad G-8/Markaz,
Mobile Application Developer - React Native,Let's Outsource (SMC PVT LTD),Rawalpindi,
Lead Android Developer,APPINSNAP,Islamabad,
Mobile Application Developer (Android & iOS),FAJ IT Solutions,Islamabad,
Solution Architect,10Pearls,Islamabad,
Staff/Senior Test Consultant (SDET) - Morning Shift,10Pearls,Islamabad,
Staff/Senior DevOps Consultant - Observability,10Pearls,Islamabad,
Senior C++ Systems Engineer,Skylabs AI,Islamabad,
Technical Lead,31 Green Ltd,Islamabad,
SQA,New Economy Technology Solutions,Islamabad,
SQA Intern,Metavystic,Rawalpindi,
Senior QA Automation Engineer - AI Driven,9D Technologies & Imagination AI,Rawalpindi,
Android Developer,Dera IT Solutions,Islamabad,
iOS Developer,iOPTIME Pvt. Limited,Islamabad G-8/Markaz,
"Mid to Senior QA Engineer (Manual, Automation & Mobile Testing)",Vorksol pvt.ltd,Rawalpindi,
Senior iOS Engineer,9D Technologies & Imagination AI,Rawalpindi,
Mobile Application Developer - React Native,Let's Outsource (SMC PVT LTD),Rawalpindi,
Solution Architect,10Pearls,Islamabad,
Solution Architect,10Pearls,Islamabad,
Lead Android Developer,APPINSNAP,Islamabad,
Mobile Application Developer (Android & iOS),FAJ IT Solutions,Islamabad,
Staff/Senior Test Consultant (SDET) - Morning Shift,10Pearls,Islamabad,
Staff/Senior DevOps Consultant - Observability,10Pearls,Islamabad,
Senior C++ Systems Engineer,Skylabs AI,Islamabad,
Technical Lead,31 Green Ltd,Islamabad,
SQA,New Economy Technology Solutions,Islamabad,
SQA Intern,Metavystic,Rawalpindi,
Senior QA Automation Engineer - AI Driven,9D Technologies & Imagination AI,Rawalpindi,
Android Developer,Dera IT Solutions,Islamabad,
iOS Developer,iOPTIME Pvt. Limited,Islamabad G-8/Markaz,
"Mid to Senior QA Engineer (Manual, Automation & Mobile Testing)",Vorksol pvt.ltd,Rawalpindi,
Senior iOS Engineer,9D Technologies & Imagination AI,Rawalpindi,
Mobile Application Developer - React Native,Let's Outsource (SMC PVT LTD),Rawalpindi,
Solution Architect,10Pearls,Islamabad,
Solution Architect,10Pearls,Islamabad,
Lead Android Developer,APPINSNAP,Islamabad,
Mobile Application Developer (Android & iOS),FAJ IT Solutions,Islamabad,
Staff/Senior Test Consultant (SDET) - Morning Shift,10Pearls,Islamabad,
Staff/Senior DevOps Consultant - Observability,10Pearls,Islamabad,
Data Analyst,NCBA&E FLC,Lahore,
Jr. Data Analyst – Retail Operations,Atif Brothers,Lahore,
Data Analyst,Bootlogix,Lahore,
Data Analyst,Metal,Lahore,
Data Analyst,"Burq, Inc.",Lahore,
DATA ANALYST,Dignosco,Lahore,
Executive Data Analyst,ClearPath Orthodontics,Lahore,
Data & Sales Analyst,INSPIRE BUILDERS GENERAL CONTRACTING COMPANY,Lahore,
Data Conversion Analyst,Contour Software,Lahore,
MIS Officer / Data Analyst,Shams & Brothers,Lahore,
Remote - Application Development Analyst,"World Business Lenders, LLC",Lahore,
Data Analytics Engineer,International Rescue Committee,Lahore,
Data Analytics Engineer,International Rescue Committee,Lahore,
Associate Data engineer,symufolk,Lahore,
Data Engineer,InvoZone,Lahore,
Data Engineer,"Burq, Inc.",Lahore,
Remote - Application Development Analyst,"World Business Lenders, LLC",Lahore,
Business Intelligence Analyst,Namuve,Lahore,
Senior Data Engineer,Symufolk,Lahore,
Female - Associate Data Engineer,Symufolk,Lahore,
Senior Data Insights Analyst (AI & EdTech),Aqovia,Lahore,
Business Analyst,UDHC Lahore,Lahore,
BI Quantitative Analyst,Caramel Tech Studios,Lahore,
Data Engineer (4-5 Years),Algo,Lahore,
Data Engineer (4-5 Years),Algo,Lahore,
SOC Analyst L1,Zones,Lahore,
Senior Data Engineer,NorthBay Solutions,Lahore,
SQA Trainee,Contour Software,Lahore,
